,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
325903,565460,23206,LUNCH BAG APPLE DESIGN,40,05-09-2011 09:24,1.65,16843.0,United Kingdom
460844,575930,22315,200 RED + WHITE BENDY STRAWS,2,11-11-2011 17:58,2.46,,United Kingdom
318156,564825,20754,RETROSPOT RED WASHING UP GLOVES,1,30-08-2011 12:26,4.13,,United Kingdom
468625,576519,23597,PAPER BUNTING PAISLEY PARK,6,15-11-2011 12:25,2.95,12676.0,Sweden
436866,574249,22963,JAM JAR WITH GREEN LID,6,03-11-2011 13:01,0.85,16347.0,United Kingdom
363155,568547,23365,SET 12 COLOUR PENCILS LOVE LONDON,16,27-09-2011 14:37,0.65,15568.0,United Kingdom
284693,561884,21382,SET/4 SPRING FLOWER DECORATION,1,31-07-2011 13:07,0.75,15453.0,United Kingdom
238212,557937,21906,PHARMACIE FIRST AID TIN,1,23-06-2011 15:30,13.29,,United Kingdom
374828,569406,22537,MAGIC DRAWING SLATE DINOSAUR,24,04-10-2011 09:09,0.42,16253.0,United Kingdom
457664,575739,17084N,FAIRY DREAMS INCENSE ,10,11-11-2011 09:05,0.42,,United Kingdom
181824,552508,22067,CHOC TRUFFLE GOLD TRINKET POT ,1,09-05-2011 16:27,3.29,,United Kingdom
270352,560566,22175,PINK OWL SOFT TOY,6,19-07-2011 13:45,2.95,12662.0,Germany
291572,562460,22913,RED COAT RACK PARIS FASHION,1,05-08-2011 11:19,4.95,17841.0,United Kingdom
80731,543056,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,03-02-2011 10:47,2.95,12471.0,Germany
365445,568708,22175,PINK OWL SOFT TOY,6,28-09-2011 15:41,2.95,12393.0,Australia
352488,567673,21976,PACK OF 60 MUSHROOM CAKE CASES,1,21-09-2011 15:43,1.25,,United Kingdom
369432,569028,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,30-09-2011 10:20,0.39,14911.0,EIRE
342569,566872,22193,RED DINER WALL CLOCK,1,15-09-2011 13:28,8.5,16729.0,United Kingdom
243200,558435,22729,ALARM CLOCK BAKELIKE ORANGE,4,29-06-2011 12:37,3.75,13078.0,United Kingdom
437356,574287,90161C,ANT COPPER LIME BOUDICCA BRACELET,2,03-11-2011 15:09,4.95,14723.0,United Kingdom
488909,577855,23126,FELTCRAFT GIRL AMELIE KIT,1,22-11-2011 11:18,4.95,15877.0,United Kingdom
132837,547703,22630,DOLLY GIRL LUNCH BOX,12,24-03-2011 17:10,1.95,12540.0,Spain
20391,538040,20685,DOORMAT RED RETROSPOT,1,09-12-2010 13:08,7.95,16520.0,United Kingdom
365266,568703,21976,PACK OF 60 MUSHROOM CAKE CASES,3,28-09-2011 15:21,0.55,12748.0,United Kingdom
428818,573501,84581,DOG TOY WITH PINK CROCHET SKIRT,4,31-10-2011 12:02,3.75,18055.0,United Kingdom
176417,552000,21207,SKULL AND CROSSBONES  GARLAND ,1,05-05-2011 15:56,1.63,,United Kingdom
354843,567901,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,22-09-2011 16:28,3.29,,United Kingdom
432507,573876,85034C,3 ROSE MORRIS BOXED CANDLES,1,01-11-2011 12:48,1.25,16360.0,United Kingdom
491679,578072,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,24,22-11-2011 16:02,0.65,17759.0,United Kingdom
367921,568912,22575,METAL MERRY CHRISTMAS WREATH,1,29-09-2011 13:45,1.95,17528.0,United Kingdom
109682,545657,22977,DOLLY GIRL CHILDRENS EGG CUP,12,04-03-2011 14:02,1.25,14911.0,EIRE
491619,578068,23505,PLAYING CARDS I LOVE LONDON ,1,22-11-2011 15:45,1.25,14505.0,United Kingdom
185133,552734,21154,RED RETROSPOT OVEN GLOVE ,10,11-05-2011 10:49,1.25,17428.0,United Kingdom
520107,580260,22111,SCOTTIE DOG HOT WATER BOTTLE,2,02-12-2011 12:36,4.95,14085.0,United Kingdom
218436,556043,15044D,RED PAPER PARASOL,1,08-06-2011 12:49,2.95,14078.0,United Kingdom
452062,575320,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,09-11-2011 13:30,0.85,17011.0,United Kingdom
364251,568654,22811,SET OF 6 T-LIGHTS CACTI ,6,28-09-2011 12:20,2.95,14911.0,EIRE
119438,546543,22662,LUNCH BAG DOLLY GIRL DESIGN,2,14-03-2011 15:40,1.65,17841.0,United Kingdom
309513,564092,22727,ALARM CLOCK BAKELIKE RED ,4,23-08-2011 10:24,3.75,13767.0,United Kingdom
269378,560448,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,19-07-2011 09:29,1.65,12840.0,United Kingdom
320786,565092,84978,HANGING HEART JAR T-LIGHT HOLDER,12,01-09-2011 10:36,1.25,14092.0,United Kingdom
240094,558086,82580,BATHROOM METAL SIGN,3,26-06-2011 11:58,0.55,16728.0,United Kingdom
233314,557468,23207,LUNCH BAG ALPHABET DESIGN,3,20-06-2011 13:14,1.65,16713.0,United Kingdom
165652,550819,21062,PARTY INVITES SPACEMAN,4,20-04-2011 17:37,0.85,17530.0,United Kingdom
181614,552493,84991,60 TEATIME FAIRY CAKE CASES,1,09-05-2011 16:21,1.25,,United Kingdom
210781,555322,DOT,DOTCOM POSTAGE,1,02-06-2011 11:01,88.71,,United Kingdom
375109,569415,85049e,SCANDINAVIAN REDS RIBBONS,3,04-10-2011 10:14,3.29,,United Kingdom
190627,553202,21930,JUMBO STORAGE BAG SKULLS,1,15-05-2011 16:02,2.08,15854.0,United Kingdom
67210,541827,35648,VINTAGE BEAD PINK PURSE ,4,21-01-2011 17:05,1.63,,United Kingdom
131520,547568,22629,SPACEBOY LUNCH BOX ,12,24-03-2011 09:50,1.95,13341.0,United Kingdom
15002,537629,84879,ASSORTED COLOUR BIRD ORNAMENT,8,07-12-2010 15:03,1.69,17419.0,United Kingdom
411539,572221,23202,JUMBO BAG VINTAGE LEAF,10,21-10-2011 13:27,2.08,17086.0,United Kingdom
381392,569866,22556,PLASTERS IN TIN CIRCUS PARADE ,2,06-10-2011 14:50,1.65,12757.0,Portugal
528215,580729,22065,CHRISTMAS PUDDING TRINKET POT ,8,05-12-2011 17:24,1.63,,United Kingdom
22763,538177,22091,EMPIRE TISSUE BOX,1,10-12-2010 09:51,2.51,,United Kingdom
336033,566298,23199,JUMBO BAG APPLES,1,11-09-2011 15:52,2.08,14030.0,United Kingdom
63294,541564,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,19-01-2011 11:38,2.95,16904.0,United Kingdom
10139,537225,84707B,PINK JEWELLED MIRROR TRINKET TRAY,1,05-12-2010 16:41,9.95,12748.0,United Kingdom
506086,579124,22075,6 RIBBONS ELEGANT CHRISTMAS ,3,28-11-2011 12:14,1.65,15721.0,United Kingdom
507153,579167,23570,TRADITIONAL PICK UP STICKS GAME ,2,28-11-2011 14:06,1.25,16800.0,United Kingdom
478010,577078,23370,SET 36 COLOURING PENCILS DOILY,1,17-11-2011 15:17,2.46,,United Kingdom
74144,C542403,22776,SWEETHEART CAKESTAND 3 TIER,-3,27-01-2011 16:07,9.95,13534.0,United Kingdom
304232,563565,21217,RED RETROSPOT ROUND CAKE TINS,2,17-08-2011 14:22,9.95,17338.0,United Kingdom
76436,542625,22282,12 EGG HOUSE PAINTED WOOD,1,31-01-2011 09:50,24.96,,United Kingdom
130376,547488,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,23-03-2011 11:30,0.55,13821.0,United Kingdom
113745,545996,22908,PACK OF 20 NAPKINS RED APPLES,6,08-03-2011 14:12,0.85,14367.0,United Kingdom
280199,561383,23080,RED METAL BOX TOP SECRET,2,27-07-2011 08:35,8.25,13730.0,United Kingdom
339550,566599,22562,MONSTERS STENCIL CRAFT,3,13-09-2011 15:37,1.25,15998.0,United Kingdom
531778,C580966,23212,HEART WREATH DECORATION WITH BELL,-12,06-12-2011 14:52,1.25,16554.0,United Kingdom
440116,574509,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,04-11-2011 13:25,1.95,16012.0,United Kingdom
197044,553887,20726,LUNCH BAG WOODLAND,10,19-05-2011 16:04,1.65,17068.0,United Kingdom
315587,564732,22470,HEART OF WICKER LARGE,9,28-08-2011 13:08,2.95,16466.0,United Kingdom
261175,559817,22487,WHITE WOOD GARDEN PLANT LADDER,1,12-07-2011 16:20,19.96,,United Kingdom
59912,C541415,22464,HANGING METAL HEART LANTERN,-1,17-01-2011 16:20,1.65,14292.0,United Kingdom
58398,541240,21975,PACK OF 60 DINOSAUR CAKE CASES,1,16-01-2011 11:07,0.55,16206.0,United Kingdom
152854,549694,21718,RED METAL BEACH SPADE ,2,11-04-2011 13:45,1.25,15414.0,United Kingdom
25091,538353,21903,MAN FLU METAL SIGN,48,10-12-2010 15:31,1.85,13798.0,United Kingdom
287118,562085,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,02-08-2011 12:27,1.25,15228.0,United Kingdom
76635,542633,35970,ZINC FOLKART SLEIGH BELLS,1,31-01-2011 10:31,4.13,,United Kingdom
205822,554839,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,26-05-2011 17:15,2.95,14056.0,United Kingdom
196816,553864,21199,PINK  HEART CONFETTI IN TUBE,4,19-05-2011 14:08,1.65,15862.0,United Kingdom
180847,552364,23201,JUMBO BAG ALPHABET,10,09-05-2011 12:25,2.08,13004.0,United Kingdom
310204,564168,20992,JAZZ HEARTS PURSE NOTEBOOK,3,23-08-2011 13:51,0.39,16794.0,United Kingdom
156028,550052,85099F,JUMBO BAG STRAWBERRY,10,14-04-2011 12:00,2.08,17068.0,United Kingdom
257479,C559530,22655,VINTAGE RED KITCHEN CABINET,-1,10-07-2011 12:04,125.0,14808.0,United Kingdom
290703,562417,21976,PACK OF 60 MUSHROOM CAKE CASES,1,04-08-2011 16:32,1.25,,United Kingdom
524223,580539,22074,6 RIBBONS SHIMMERING PINKS ,24,05-12-2011 08:39,0.39,18180.0,United Kingdom
185160,552764,21790,VINTAGE SNAP CARDS,12,11-05-2011 11:34,0.85,17489.0,United Kingdom
412891,572301,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,1,23-10-2011 14:41,2.95,16794.0,United Kingdom
342375,566860,84029E,RED WOOLLY HOTTIE WHITE HEART.,12,15-09-2011 12:40,4.25,17002.0,United Kingdom
338053,566495,23005,TRAVEL CARD WALLET I LOVE LONDON,11,13-09-2011 11:14,0.42,15529.0,United Kingdom
483272,577498,20972,PINK CREAM FELT CRAFT TRINKET BOX ,4,20-11-2011 12:22,1.25,15906.0,United Kingdom
396850,571103,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,13-10-2011 15:50,4.25,18160.0,United Kingdom
449134,575087,22469,HEART OF WICKER SMALL,1,08-11-2011 13:57,1.65,16549.0,United Kingdom
72038,542227,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,26-01-2011 13:33,4.95,14243.0,United Kingdom
183960,552673,21218,RED SPOTTY BISCUIT TIN,1,10-05-2011 15:07,8.29,,United Kingdom
54725,540976,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,12-01-2011 15:00,0.42,12652.0,France
247679,558774,22503,CABIN BAG VINTAGE PAISLEY,2,04-07-2011 10:17,16.63,,United Kingdom
439428,574474,20770,ABSTRACT CIRCLE JOURNAL ,1,04-11-2011 12:05,2.55,17979.0,United Kingdom
210913,555327,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,02-06-2011 11:03,8.29,,United Kingdom
269977,560537,23206,LUNCH BAG APPLE DESIGN,5,19-07-2011 12:19,1.65,17779.0,United Kingdom
178402,552232,22432,WATERING CAN PINK BUNNY,1,06-05-2011 15:54,4.13,,United Kingdom
55253,540981,22457,NATURAL SLATE HEART CHALKBOARD ,6,12-01-2011 15:25,2.95,12868.0,United Kingdom
223875,556494,71101E,STANDING FAIRY POLE SUPPORT ,24,12-06-2011 14:57,0.85,17802.0,United Kingdom
404414,571676,23331,DECORATIVE WICKER HEART SMALL,2,18-10-2011 13:29,0.63,16910.0,United Kingdom
394810,570885,23199,JUMBO BAG APPLES,10,13-10-2011 10:20,2.08,14211.0,United Kingdom
133137,547726,85099F,JUMBO BAG STRAWBERRY,100,25-03-2011 10:49,1.65,16029.0,United Kingdom
21226,538071,84247G,"DECOUPAGE,GREETING CARD,",1,09-12-2010 14:09,0.85,,United Kingdom
538735,581414,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,08-12-2011 14:39,0.39,14730.0,United Kingdom
366204,568719,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,4,28-09-2011 16:19,4.13,,United Kingdom
194898,553678,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,18-05-2011 13:00,2.95,14009.0,United Kingdom
277655,561128,22208,WOOD STAMP SET THANK YOU,12,25-07-2011 12:59,0.83,16249.0,United Kingdom
313811,564538,23032,DRAWER KNOB CRACKLE GLAZE IVORY,48,25-08-2011 15:21,1.65,13408.0,United Kingdom
390901,570637,85049E,SCANDINAVIAN REDS RIBBONS,12,11-10-2011 12:34,1.25,12530.0,Germany
229370,557034,22698,PINK REGENCY TEACUP AND SAUCER,6,16-06-2011 13:50,2.95,13627.0,United Kingdom
448271,575041,22904,CALENDAR PAPER CUT DESIGN,1,08-11-2011 12:01,2.95,17289.0,United Kingdom
432340,573870,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,01-11-2011 12:25,4.95,14485.0,United Kingdom
226450,556803,23204,CHARLOTTE BAG APPLES DESIGN,8,14-06-2011 14:57,2.46,,United Kingdom
34415,539353,21156,RETROSPOT CHILDRENS APRON,8,17-12-2010 11:30,1.95,12782.0,Portugal
521923,580367,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,1,02-12-2011 16:39,1.25,,United Kingdom
391185,570657,23079,TOADSTOOL BEDSIDE LIGHT ,2,11-10-2011 14:10,8.95,14911.0,EIRE
105359,545221,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,01-03-2011 08:35,3.75,14740.0,United Kingdom
21048,538071,22583,PACK OF 6 HANDBAG GIFT BOXES,1,09-12-2010 14:09,5.06,,United Kingdom
475246,576872,23335,EGG FRYING PAN IVORY ,6,16-11-2011 16:26,2.08,13238.0,United Kingdom
94070,544323,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,17-02-2011 15:51,4.15,,United Kingdom
272193,560772,20719,WOODLAND CHARLOTTE BAG,7,20-07-2011 16:12,0.85,,United Kingdom
170042,551276,71459,HANGING JAM JAR T-LIGHT HOLDER,12,27-04-2011 13:06,0.85,16016.0,United Kingdom
512417,579512,22792,FLUTED ANTIQUE CANDLE HOLDER,1,29-11-2011 16:47,1.63,,United Kingdom
220152,556125,47566,PARTY BUNTING,12,09-06-2011 10:20,4.95,12947.0,United Kingdom
339312,566587,21224,SET/4 SKULL BADGES,10,13-09-2011 14:30,1.25,14132.0,United Kingdom
138268,548192,21592,RETROSPOT CIGAR BOX MATCHES ,5,29-03-2011 15:22,1.25,17364.0,United Kingdom
43383,540033,21060,PARTY INVITES BALLOON GIRL,5,04-01-2011 14:12,0.85,13680.0,United Kingdom
375866,C569485,23241,TREASURE TIN GYMKHANA DESIGN,-2,04-10-2011 12:47,2.08,12705.0,Germany
537701,581334,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,08-12-2011 12:07,1.25,17841.0,United Kingdom
202074,554359,22386,JUMBO BAG PINK POLKADOT,10,24-05-2011 09:56,2.08,13590.0,United Kingdom
354403,567878,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,22-09-2011 14:42,1.45,16910.0,United Kingdom
133910,547805,82580,BATHROOM METAL SIGN,12,25-03-2011 13:35,0.55,13327.0,United Kingdom
105289,545217,90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,1,28-02-2011 16:59,4.15,,United Kingdom
426542,573359,22161,HEART DECORATION RUSTIC HANGING ,19,30-10-2011 12:48,0.19,14178.0,United Kingdom
198329,554030,22469,HEART OF WICKER SMALL,12,20-05-2011 13:56,1.65,16497.0,United Kingdom
159398,550332,37449,CERAMIC CAKE STAND + HANGING CAKES,1,17-04-2011 13:53,9.95,13474.0,United Kingdom
14858,537623,22816,CARD MOTORBIKE SANTA,24,07-12-2010 14:31,0.42,15858.0,United Kingdom
64452,541631,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,20-01-2011 10:47,1.25,12637.0,France
86752,543597,22341,LOVE GARLAND PAINTED ZINC ,12,10-02-2011 12:32,1.65,12857.0,United Kingdom
527255,580696,47566,PARTY BUNTING,2,05-12-2011 16:04,4.95,17757.0,United Kingdom
232292,557311,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,19-06-2011 15:36,3.75,15700.0,United Kingdom
322768,565234,22684,FRENCH BLUE METAL DOOR SIGN 9,2,02-09-2011 09:38,2.46,,United Kingdom
335570,566290,20707,CRAZY DAISY HEART DECORATION,1,11-09-2011 15:24,1.25,14456.0,United Kingdom
126766,547098,22584,PACK OF 6 PANNETONE GIFT BOXES,6,21-03-2011 10:13,2.55,16384.0,United Kingdom
395679,571039,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,13-10-2011 12:59,1.65,16121.0,United Kingdom
247972,558777,15036,ASSORTED COLOURS SILK FAN,6,04-07-2011 10:23,1.63,,United Kingdom
531760,580965,22423,REGENCY CAKESTAND 3 TIER,4,06-12-2011 14:52,12.75,12417.0,Belgium
94588,C544397,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,18-02-2011 12:21,4.95,12462.0,Spain
129057,547374,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,22-03-2011 13:54,2.95,16110.0,United Kingdom
204825,554694,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,25-05-2011 17:06,2.46,,United Kingdom
364822,568674,23546,WRAP PAISLEY PARK ,25,28-09-2011 13:30,0.42,12708.0,Germany
161262,550471,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,18-04-2011 13:52,0.83,,United Kingdom
528831,580730,20669,RED HEART LUGGAGE TAG,1,05-12-2011 17:28,2.46,,United Kingdom
355096,567905,22382,LUNCH BAG SPACEBOY DESIGN ,10,22-09-2011 16:37,1.65,12952.0,United Kingdom
77823,542789,21243,PINK  POLKADOT PLATE ,96,01-02-2011 10:38,1.45,17511.0,United Kingdom
159964,550438,22841,ROUND CAKE TIN VINTAGE GREEN,2,18-04-2011 12:16,7.95,15265.0,United Kingdom
309232,564065,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,22-08-2011 15:05,0.83,15150.0,United Kingdom
245746,558630,23201,JUMBO BAG ALPHABET,10,30-06-2011 18:07,2.08,15615.0,United Kingdom
286459,562031,22723,SET OF 6 HERB TINS SKETCHBOOK,1,01-08-2011 17:37,3.95,16984.0,United Kingdom
389169,570465,22950,36 DOILIES VINTAGE CHRISTMAS,2,10-10-2011 16:02,2.92,,United Kingdom
176640,552010,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,05-05-2011 17:26,4.15,14713.0,United Kingdom
136912,548005,21500,PINK POLKADOT WRAP ,25,29-03-2011 10:49,0.42,14128.0,United Kingdom
346523,567186,22150,3 STRIPEY MICE FELTCRAFT,2,18-09-2011 16:04,1.95,17073.0,United Kingdom
438963,574345,84978,HANGING HEART JAR T-LIGHT HOLDER,12,04-11-2011 10:18,1.25,15845.0,United Kingdom
350276,567623,22846,BREAD BIN DINER STYLE RED ,4,21-09-2011 12:50,14.95,17415.0,United Kingdom
217704,555931,22244,3 HOOK HANGER MAGIC GARDEN,12,08-06-2011 08:31,1.95,17828.0,Malta
338228,566520,22659,LUNCH BOX I LOVE LONDON,2,13-09-2011 11:26,1.95,17757.0,United Kingdom
339425,566592,21194,PINK  HONEYCOMB PAPER FAN,12,13-09-2011 14:53,0.65,15201.0,United Kingdom
338722,566563,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,13-09-2011 12:22,1.25,12909.0,United Kingdom
512343,579512,22469,HEART OF WICKER SMALL,1,29-11-2011 16:47,3.29,,United Kingdom
109073,545581,21586,KINGS CHOICE GIANT TUBE MATCHES,12,04-03-2011 09:03,2.55,,United Kingdom
282537,561651,22244,3 HOOK HANGER MAGIC GARDEN,1,28-07-2011 15:36,4.13,,United Kingdom
413405,572311,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,23-10-2011 15:45,1.25,14035.0,United Kingdom
284681,561882,23229,VINTAGE DONKEY TAIL GAME ,6,31-07-2011 12:52,3.75,13388.0,United Kingdom
253500,559163,22161,HEART DECORATION RUSTIC HANGING ,1,06-07-2011 16:33,0.79,,United Kingdom
256819,559506,22358,KINGS CHOICE TEA CADDY ,1,08-07-2011 15:17,2.46,,United Kingdom
458639,575846,22423,REGENCY CAKESTAND 3 TIER,2,11-11-2011 12:07,12.75,17364.0,United Kingdom
1320,536535,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,01-12-2010 13:38,4.95,15605.0,United Kingdom
440419,574532,23301,GARDENERS KNEELING PAD KEEP CALM ,12,04-11-2011 14:19,1.65,15676.0,United Kingdom
333057,566170,22699,ROSES REGENCY TEACUP AND SAUCER ,24,09-09-2011 12:11,2.55,12879.0,United Kingdom
457412,575739,22664,TOY TIDY DOLLY GIRL DESIGN,1,11-11-2011 09:05,4.13,,United Kingdom
30981,538886,22634,CHILDS BREAKFAST SET SPACEBOY ,2,14-12-2010 16:07,9.95,13846.0,United Kingdom
345607,567170,72818,CHRISTMAS DECOUPAGE CANDLE,5,18-09-2011 12:40,0.85,13566.0,United Kingdom
532180,580983,21417,COCKLE SHELL DISH,1,06-12-2011 16:26,4.13,,United Kingdom
443034,574686,23100,SILVER BELLS TABLE DECORATION,1,06-11-2011 13:00,1.25,17608.0,United Kingdom
170378,551291,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,24,27-04-2011 14:26,0.64,14298.0,United Kingdom
447676,574959,85176,SEWING SUSAN 21 NEEDLE SET,1,08-11-2011 10:09,0.85,17886.0,United Kingdom
132662,547684,22663,JUMBO BAG DOLLY GIRL DESIGN,10,24-03-2011 14:46,1.95,12408.0,Belgium
105353,545221,22925,BLUE GIANT GARDEN THERMOMETER,2,01-03-2011 08:35,5.95,14740.0,United Kingdom
110786,545696,82494L,WOODEN FRAME ANTIQUE WHITE ,4,06-03-2011 14:21,2.95,15696.0,United Kingdom
491829,578074,20726,LUNCH BAG WOODLAND,2,22-11-2011 16:06,1.65,17590.0,United Kingdom
372161,569232,22167, OVAL WALL MIRROR DIAMANTE ,2,02-10-2011 15:26,9.95,16667.0,United Kingdom
265357,560224,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,15-07-2011 16:06,2.95,14572.0,United Kingdom
241311,558196,20652,BLUE POLKADOT LUGGAGE TAG ,3,27-06-2011 12:38,1.25,16033.0,United Kingdom
294851,562720,22629,SPACEBOY LUNCH BOX ,1,08-08-2011 16:18,1.95,15033.0,United Kingdom
308648,564043,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,24,22-08-2011 12:55,0.85,14414.0,United Kingdom
99195,544724,85152,HAND OVER THE CHOCOLATE   SIGN ,24,23-02-2011 10:46,2.1,15605.0,United Kingdom
65092,541692,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,20-01-2011 16:59,0.85,,United Kingdom
81319,543120,48138,DOORMAT UNION FLAG,2,03-02-2011 13:53,7.95,13668.0,United Kingdom
21995,538149,22133,PINK LOVE HEART SHAPE CUP,1,09-12-2010 16:27,1.66,,United Kingdom
513498,579555,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,5,30-11-2011 11:08,0.85,16241.0,United Kingdom
449853,575141,21930,JUMBO STORAGE BAG SKULLS,10,08-11-2011 15:35,2.08,15615.0,United Kingdom
308183,563940,22091,EMPIRE TISSUE BOX,36,22-08-2011 09:30,0.39,17416.0,United Kingdom
396986,571105,22865,HAND WARMER OWL DESIGN,2,13-10-2011 16:01,2.1,17614.0,United Kingdom
416044,572550,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,24-10-2011 17:06,2.46,,United Kingdom
194762,553670,22271,FELTCRAFT DOLL ROSIE,6,18-05-2011 12:28,2.95,14407.0,United Kingdom
76708,542646,21467,CHERRY CROCHET FOOD COVER,1,31-01-2011 11:42,3.75,17220.0,United Kingdom
439723,574481,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,04-11-2011 12:45,0.85,18022.0,United Kingdom
430586,573585,22280,POCKET BAG PINK PAISELY BROWN SPOT,4,31-10-2011 14:41,2.46,,United Kingdom
522240,580389,22865,HAND WARMER OWL DESIGN,12,04-12-2011 10:35,2.1,12952.0,United Kingdom
51064,540639,21875,KINGS CHOICE MUG,12,10-01-2011 12:28,1.25,13107.0,United Kingdom
367459,568895,21902,"KEY FOB , FRONT  DOOR ",5,29-09-2011 13:11,0.65,15356.0,United Kingdom
356489,C568055,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,23-09-2011 12:50,8.5,17929.0,United Kingdom
522865,580469,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,1,04-12-2011 12:32,4.15,14583.0,United Kingdom
334223,566234,71053,WHITE METAL LANTERN,1,11-09-2011 11:08,3.75,15035.0,United Kingdom
366097,568719,23007, SPACEBOY BABY GIFT SET,1,28-09-2011 16:19,10.79,,United Kingdom
154212,549874,37448,CERAMIC CAKE DESIGN SPOTTED MUG,10,12-04-2011 15:23,1.49,16919.0,United Kingdom
123304,546896,37479P,CUBIC MUG FLOCK PINK ON BROWN,1,17-03-2011 18:24,5.79,,United Kingdom
344386,567061,84877B,,-27,16-09-2011 11:42,0.0,,United Kingdom
368152,568947,84341B,SMALL PINK MAGIC CHRISTMAS TREE,36,29-09-2011 15:04,0.38,14696.0,United Kingdom
375253,569424,23208,LUNCH BAG VINTAGE LEAF DESIGN,6,04-10-2011 10:49,1.65,15529.0,United Kingdom
172800,551560,23073,GEORGIAN TRINKET BOX,12,03-05-2011 10:43,11.15,16133.0,United Kingdom
312705,564366,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,25-08-2011 08:58,0.85,13236.0,United Kingdom
329329,565841,47563A,RETRO LONGBOARD IRONING BOARD COVER,2,07-09-2011 12:04,3.29,,United Kingdom
259306,559693,21944,KITTENS DESIGN FLANNEL,2,11-07-2011 16:21,0.83,,United Kingdom
330421,565919,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,07-09-2011 16:48,1.25,,United Kingdom
123698,546912,22631,CIRCUS PARADE LUNCH BOX ,4,17-03-2011 20:12,1.95,15861.0,United Kingdom
79245,542923,22303,COFFEE MUG APPLES DESIGN,6,02-02-2011 09:08,2.55,14665.0,United Kingdom
384781,570179,21889,WOODEN BOX OF DOMINOES,12,07-10-2011 14:27,1.25,17509.0,United Kingdom
496490,578344,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,24-11-2011 09:21,4.13,,United Kingdom
531128,580904,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,06-12-2011 12:59,2.55,15311.0,United Kingdom
275601,560997,22384,LUNCH BAG PINK POLKADOT,20,22-07-2011 13:59,1.65,12627.0,Germany
45599,540268,21563,RED HEART SHAPE LOVE BUCKET ,6,06-01-2011 11:25,2.95,13458.0,United Kingdom
74356,542420,21232,STRAWBERRY CERAMIC TRINKET BOX,8,27-01-2011 18:05,1.25,17180.0,United Kingdom
26080,538488,35971,ROSE FOLKART HEART DECORATIONS,6,12-12-2010 12:41,1.25,13715.0,United Kingdom
221229,556243,21731,RED TOADSTOOL LED NIGHT LIGHT,1,09-06-2011 16:07,3.29,,United Kingdom
38413,C539565,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,20-12-2010 11:56,4.25,14113.0,United Kingdom
